sample,grid_size,avg_shannon_index,variance_shannon
FAAGSCC_9,400,0.9659989895296001,0.2971635822087713
FAAGSCC_9,450,1.0060780930503037,0.28466909693632864
FAAGSCC_9,500,1.034790110815047,0.2767072221193552
FAAGSCC_9,600,1.0826046509325016,0.26464944377830646
FAAGSCC_9,700,1.1146092165880217,0.2675210355847614
FAAGSCC_9,800,1.1432161164196495,0.264741638550545
FAAGSCC_9,900,1.170574707198598,0.25936578989411896
FAAGSCC_9,1000,1.179903344033109,0.2649669148015835
FAHNSCC_11A,10,0.00017420135223924235,0.00012071842682670498
FAHNSCC_11A,20,0.016928681256499923,0.01150161580643522
FAHNSCC_11A,30,0.08880300503945857,0.05536984823407933
FAHNSCC_11A,50,0.31330766706263713,0.14588508185481264
FAHNSCC_11A,60,0.4252606590991685,0.1699416409702313
FAHNSCC_11A,70,0.5110027172744304,0.18229883907580477
FAHNSCC_11A,80,0.5792739407724059,0.190324393902208
FAHNSCC_11A,90,0.6442956994841257,0.19812878693022618
FAHNSCC_11A,100,0.6889227266952623,0.2036520539329946
FAHNSCC_11A,120,0.7694086321214944,0.2096873620298153
FAHNSCC_11A,140,0.8294465880448478,0.2163194729614892
FAHNSCC_11A,160,0.8713997458178728,0.2177064807909598
FAHNSCC_11A,180,0.9129058260567325,0.21783480540097125
FAHNSCC_11A,200,0.9369325530406296,0.222675623879295
FAHNSCC_11A,220,0.9623746239115079,0.22463577215551778
FAHNSCC_11A,240,0.9753465902669965,0.22932122203964034
FAHNSCC_11A,260,0.9992768006505129,0.22899288916092841
FAHNSCC_11A,280,1.0082101013286626,0.22987581992334383
FAHNSCC_11A,300,1.0195740967049778,0.2361020693325433
FAHNSCC_11A,350,1.0372014795419842,0.23544055335062578
FAHNSCC_11A,400,1.0684094965766906,0.23917543628449595
FAHNSCC_11A,450,1.0731024051212947,0.24851847690185083
FAHNSCC_11A,500,1.0814000891296176,0.24782479280953637
FAHNSCC_11A,600,1.0984981189522567,0.26026460459141676
FAHNSCC_11A,700,1.0807083926107677,0.2822499668204639
FAHNSCC_11A,800,1.0823558408401055,0.290817466639411
FAHNSCC_11A,900,1.1281851222429609,0.29068778549545615
FAHNSCC_11A,1000,1.0948603427504802,0.3017784119947607
FAHNSCC_11B,10,5.766135767073832e-05,3.9965147586741725e-05
FAHNSCC_11B,20,0.01610997441912005,0.011008134917457977
FAHNSCC_11B,30,0.08282330129153892,0.0521411781431266
FAHNSCC_11B,50,0.2758691386211602,0.14461838408105654
FAHNSCC_11B,60,0.3584584464101638,0.17832983133176505
FAHNSCC_11B,70,0.424736220807454,0.2062995226021355
FAHNSCC_11B,80,0.4792609806284024,0.230259790063909
FAHNSCC_11B,90,0.5268354866644744,0.24978707376926054
FAHNSCC_11B,100,0.5684266857717016,0.2717477604989376
FAHNSCC_11B,120,0.6353493345634353,0.3035426028079971
FAHNSCC_11B,140,0.6893068935903367,0.322562032765298
FAHNSCC_11B,160,0.7358281974826533,0.3439811451647354
FAHNSCC_11B,180,0.7709497812835858,0.35766254641536654
FAHNSCC_11B,200,0.7979597008722379,0.3686429746438146
FAHNSCC_11B,220,0.8219388349555691,0.38384078082044326
FAHNSCC_11B,240,0.8557238710772851,0.3789067114009768
FAHNSCC_11B,260,0.8683449861525595,0.39856024627364095
FAHNSCC_11B,280,0.8869608821584963,0.406732293814918
FAHNSCC_11B,300,0.914844570773477,0.40209264299043546
FAHNSCC_11B,350,0.9377730351388122,0.4197130128647158
FAHNSCC_11B,400,0.9633006816480033,0.4312413806757152
FAHNSCC_11B,450,0.9994975232594518,0.44255492813576297
FAHNSCC_11B,500,1.0123629033661328,0.44227861391035095
FAHNSCC_11B,600,1.0419437539921923,0.45894224064389066
FAHNSCC_11B,700,1.0428719397327144,0.4761730205089275
FAHNSCC_11B,800,1.0788945446711575,0.49663137735193197
FAHNSCC_11B,900,1.0795809604628852,0.514373282605239
FAHNSCC_11B,1000,1.0658865497508283,0.484507513315155
FAHNSCC_11C,10,8.51885370850869e-05,5.904184424800652e-05
FAHNSCC_11C,20,0.019904458619028075,0.01343566099453629
FAHNSCC_11C,30,0.10555394254552818,0.06346706672046273
FAHNSCC_11C,50,0.36742550487666376,0.15130042471911215
FAHNSCC_11C,60,0.47620093972351063,0.16609965354424688
FAHNSCC_11C,70,0.5629850339057206,0.17373917845971293
FAHNSCC_11C,80,0.6352531047091137,0.181653826419844
FAHNSCC_11C,90,0.6945987096062846,0.1832024230708289
FAHNSCC_11C,100,0.742416433079507,0.19095731018958267
FAHNSCC_11C,120,0.8180672207307467,0.1907629280811129
FAHNSCC_11C,140,0.8777053611666251,0.19797469672752138
FAHNSCC_11C,160,0.9291057241720674,0.19702390122652796
FAHNSCC_11C,180,0.9674139331294231,0.2012884973056535
FAHNSCC_11C,200,0.9963846046596315,0.20839771259563805
FAHNSCC_11C,220,1.0219396535090266,0.20677235412612346
FAHNSCC_11C,240,1.0373276973446022,0.20988838748356373
FAHNSCC_11C,260,1.0675786002063898,0.20012268326527904
FAHNSCC_11C,280,1.081235185279752,0.20583190760250272
FAHNSCC_11C,300,1.0946074864376416,0.21158956181205707
FAHNSCC_11C,350,1.1262356894321814,0.21943482877997547
FAHNSCC_11C,400,1.1340504908104911,0.23697747002923011
FAHNSCC_11C,450,1.1371326730685163,0.2525328750473555
FAHNSCC_11C,500,1.1441555583460392,0.251432703112801
FAHNSCC_11C,600,1.1790826956962766,0.24724336850329393
FAHNSCC_11C,700,1.175390609403215,0.2762095299756731
FAHNSCC_11C,800,1.1649891798253347,0.2865459457405984
FAHNSCC_11C,900,1.121221365407795,0.31824621660805547
FAHNSCC_11C,1000,1.149805396467252,0.3169095216250556
FAHNSCC_14,10,0.0004952820154054628,0.00034306225469960796
FAHNSCC_14,20,0.04021661031908858,0.0267516422242219
FAHNSCC_14,30,0.18431549275959622,0.10263150185399915
FAHNSCC_14,50,0.5322028551826335,0.19634078782888187
FAHNSCC_14,60,0.6576252289700883,0.2130970254713514
FAHNSCC_14,70,0.7548393269826257,0.2244379916342731
FAHNSCC_14,80,0.8355556428588484,0.23321817287428895
FAHNSCC_14,90,0.9012816772035657,0.2421080747236844
FAHNSCC_14,100,0.9535179643424664,0.25308537269188025
FAHNSCC_14,120,1.038239678968129,0.25458475243021567
FAHNSCC_14,140,1.0975299756015735,0.2623644286388088
FAHNSCC_14,160,1.1454982678820311,0.26578561478919793
FAHNSCC_14,180,1.175144330121468,0.27365220966255505
FAHNSCC_14,200,1.2101667084564682,0.27196546811800637
FAHNSCC_14,220,1.2322752402160275,0.27103785839076155
FAHNSCC_14,240,1.247002945442349,0.2767821922170275
FAHNSCC_14,260,1.2689499304930136,0.27263313794287686
FAHNSCC_14,280,1.2818281129861038,0.27641415601660047
FAHNSCC_14,300,1.294017603272984,0.2758287718913661
FAHNSCC_14,350,1.3086359945672883,0.2947408703981398
FAHNSCC_14,400,1.3474682172984218,0.28257087581878637
FAHNSCC_14,450,1.3531433800109858,0.29429587425107634
FAHNSCC_14,500,1.3637243768917267,0.3019680487318595
FAHNSCC_14,600,1.3927258824946975,0.3182303480956619
FAHNSCC_14,700,1.3843232655958282,0.3197847477534355
FAHNSCC_14,800,1.4095920601009408,0.34794762249894073
FAHNSCC_14,900,1.413325777041556,0.36819412165429294
FAHNSCC_14,1000,1.4512223882273727,0.33460016068556536
FAHNSCC_15,10,0.0004140134189956583,0.0002868049057217795
FAHNSCC_15,20,0.027265756290546984,0.018401333500988923
FAHNSCC_15,30,0.1103378829904145,0.06799350832165313
FAHNSCC_15,50,0.3279826754263183,0.16900123244402596
FAHNSCC_15,60,0.4215363863821831,0.20296217154055574
FAHNSCC_15,70,0.5023192637609724,0.22894805968642856
FAHNSCC_15,80,0.575415325943964,0.24992753247295452
FAHNSCC_15,90,0.6390917260308607,0.2651867311979037
FAHNSCC_15,100,0.6943695641577012,0.2772044442725592
FAHNSCC_15,120,0.7955892423189191,0.2904392118327894
FAHNSCC_15,140,0.8813009417714454,0.2950603273225492
FAHNSCC_15,160,0.9491021115637021,0.3017242896207601
FAHNSCC_15,180,0.999828167073656,0.30121937565473206
FAHNSCC_15,200,1.03987122333963,0.3081972004174996
FAHNSCC_15,220,1.0772928604644307,0.31568105337171215
FAHNSCC_15,240,1.108930214228538,0.30881957569510693
FAHNSCC_15,260,1.1364667901337957,0.318089445501871
FAHNSCC_15,280,1.168269492514876,0.30807770723801603
FAHNSCC_15,300,1.1769138503231638,0.31711407673953157
FAHNSCC_15,350,1.2383085283294604,0.30811293819297003
FAHNSCC_15,400,1.2460018513932702,0.32325857802978014
FAHNSCC_15,450,1.2673900900698023,0.3320456334325067
FAHNSCC_15,500,1.2987584018906497,0.32640741377675325
FAHNSCC_15,600,1.3169402140141884,0.34253955321902296
FAHNSCC_15,700,1.391326783778415,0.3004593347422804
FAHNSCC_15,800,1.3725775437325987,0.3360405522722233
FAHNSCC_15,900,1.364058229354334,0.37323765518796326
FAHNSCC_15,1000,1.3901301802404578,0.36131641902101946
FAHNSCC_6,10,0.0007080575029022935,0.0004899014069061026
FAHNSCC_6,20,0.024824664112880028,0.016737785272214582
FAHNSCC_6,30,0.09187975509391365,0.0577447882384737
FAHNSCC_6,50,0.28120706108570886,0.14960259654604227
FAHNSCC_6,60,0.373744874751034,0.18707087002346615
FAHNSCC_6,70,0.4604442328509248,0.217698508324473
FAHNSCC_6,80,0.535529301230619,0.24284006846437514
FAHNSCC_6,90,0.6061738797897958,0.2640488883757233
FAHNSCC_6,100,0.6694324090537918,0.28041780866697613
FAHNSCC_6,120,0.7802286264476108,0.3059397233754046
FAHNSCC_6,140,0.8695758527895696,0.32026151755327187
FAHNSCC_6,160,0.9421956399364334,0.32963942229825616
FAHNSCC_6,180,1.002395840697565,0.3353182985439536
FAHNSCC_6,200,1.0499161772880086,0.33629655077827114
FAHNSCC_6,220,1.0910427824207978,0.338568928180515
FAHNSCC_6,240,1.1216352893225863,0.34004484436297405
FAHNSCC_6,260,1.1527560512301847,0.34232429073318243
FAHNSCC_6,280,1.1743768344941354,0.34181874212288926
FAHNSCC_6,300,1.1938154582665528,0.34588106561686266
FAHNSCC_6,350,1.2327024669603321,0.35064124622719167
FAHNSCC_6,400,1.260554246942307,0.3568955257219603
FAHNSCC_6,450,1.2850338805720922,0.3551948812105024
FAHNSCC_6,500,1.2984736659535157,0.36297896875352376
FAHNSCC_6,600,1.3219808227444436,0.3688885292109626
FAHNSCC_6,700,1.334767014181423,0.3737492427189677
FAHNSCC_6,800,1.3599099537881172,0.3733382981327632
FAHNSCC_6,900,1.383761804650952,0.3736902160465137
FAHNSCC_6,1000,1.3799498987718812,0.3911876726208552
HNSCC_01,10,0.00039152813937349276,0.00027123797436958287
HNSCC_01,20,0.027858830168669284,0.018662266909626257
HNSCC_01,30,0.10462244459317187,0.06335597802376221
HNSCC_01,50,0.29516547614683125,0.14077013175983036
HNSCC_01,60,0.3753957488234228,0.16314616890423475
HNSCC_01,70,0.43428892568750393,0.1779215862946851
HNSCC_01,80,0.48366196092044844,0.1886585261764398
HNSCC_01,90,0.5258301240685195,0.19725489853990566
HNSCC_01,100,0.5603917181724867,0.20548552561372746
HNSCC_01,120,0.6056889524668321,0.2203597505455027
HNSCC_01,140,0.6281321071040981,0.23773438835371188
HNSCC_01,160,0.6466535810853111,0.2514358528110716
HNSCC_01,180,0.6617709202996552,0.2685518766632943
HNSCC_01,200,0.6672151319101259,0.28514449177184786
HNSCC_01,220,0.6603087195512549,0.2944337009122365
HNSCC_01,240,0.661357510197565,0.2993747792381704
HNSCC_01,260,0.6652887193378304,0.31536611496760253
HNSCC_01,280,0.6432211606658212,0.3227201539618576
HNSCC_01,300,0.6431975154427135,0.33076817637332495
HNSCC_01,350,0.6192634133458245,0.3436334859615578
HNSCC_01,400,0.6176354751292766,0.3563696980517674
HNSCC_01,450,0.5875403360175836,0.36961214807137877
HNSCC_01,500,0.5744773464472808,0.3721004314267214
HNSCC_01,600,0.5568778650563969,0.3791966645949369
HNSCC_01,700,0.5243912097234072,0.37327195417101006
HNSCC_01,800,0.5603972046840182,0.39275336102247627
HNSCC_01,900,0.5709032188987526,0.3882397830324771
HNSCC_01,1000,0.561176284276514,0.3802528007305471
HNSCC_4,10,0.0003238916486495442,0.00022440044827666344
HNSCC_4,20,0.02950782630291517,0.0197619801372647
HNSCC_4,30,0.13210984348056187,0.0797198815002821
HNSCC_4,50,0.36805372703685346,0.18849101647780586
HNSCC_4,60,0.45545945704709007,0.22526739450195057
HNSCC_4,70,0.5260483837640868,0.2543895686183015
HNSCC_4,80,0.5849133671919334,0.27695501075013806
HNSCC_4,90,0.6391774769568825,0.2953757634501239
HNSCC_4,100,0.6861647279793537,0.31097744641910385
HNSCC_4,120,0.7647066270935405,0.33072762027703057
HNSCC_4,140,0.82863556836856,0.34634125210400735
HNSCC_4,160,0.8844589510347384,0.3536763172380392
HNSCC_4,180,0.9314024586622502,0.3594587559755002
HNSCC_4,200,0.9713477874713781,0.36309887094703214
HNSCC_4,220,1.007866532958811,0.36557583273930017
HNSCC_4,240,1.0449024384097232,0.3609621781406178
HNSCC_4,260,1.070014048830286,0.36486415220847324
HNSCC_4,280,1.0979480069212755,0.35669849382335556
HNSCC_4,300,1.1186104426950756,0.35909977834331797
HNSCC_4,350,1.1745103414035591,0.35294898746073494
HNSCC_4,400,1.215302395428389,0.3506603774419676
HNSCC_4,450,1.2584118522869465,0.33269695785016784
HNSCC_4,500,1.2875114463205077,0.32274088548051627
HNSCC_4,600,1.329801440941181,0.3261420051799495
HNSCC_4,700,1.3951594718297569,0.2962748124040578
HNSCC_4,800,1.4271735203818348,0.29254360462965384
HNSCC_4,900,1.436449082593289,0.29868753541932525
HNSCC_4,1000,1.4518784041652582,0.30659732052087557
