sample,center_x,center_y,step_1,step_2,step_3,step_4,step_5,step_6,step_7,step_8,step_9,step_10,step_11,step_12,step_13,step_14,step_15,step_16,step_17,step_18,step_19,step_20,step_21,step_22,step_23,step_24,step_25,step_26,step_27,step_28,step_29,step_30,step_31,step_32,step_33,step_34,step_35,step_36,step_37,step_38,step_39,step_40,step_41,step_42,step_43,step_44,step_45,step_46,step_47,step_48,step_49,step_50,step_51,step_52,step_53,step_54,step_55,step_56,step_57,step_58,step_59,step_60,step_61,step_62,step_63,step_64,step_65,step_66,step_67,step_68,step_69,step_70,step_71,step_72,step_73,step_74,step_75,step_76,step_77,step_78,step_79,step_80,step_81,step_82,step_83,step_84,step_85,step_86,step_87,step_88,step_89,step_90,step_91,step_92,step_93,step_94,step_95,step_96,step_97,step_98,step_99,step_100
FAHNSCC_14,2141.460123701777,4772.107844819635,-0.0,-0.0,0.6365141682948128,1.3208883431493221,1.4583192224643482,1.4584173649045928,1.5106184497625619,1.5875661694248866,1.6016063288808213,1.6820328022089905,1.7470777017336028,1.780880101654594,1.8064796030155867,1.8238525421321394,1.8623744635953352,1.8363093835898907,1.7896100542760953,1.7482456013374035,1.7084661789928401,1.6625315016080242,1.635520345919987,1.589872747698579,1.542991407007769,1.494828968868477,1.4671061928930282,1.4708393023993287,1.4443203934277973,1.4236997897470043,1.4167080524611364,1.4123881103015001,1.4049349608807529,1.3907001206722558,1.3951483647707414,1.3899238206823172,1.3574850248732013,1.3345228566050789,1.3703828508964986,1.3719531912588074,1.398905238692486,1.41068832416071,1.4288590549553,1.4378669190964546,1.4352920781172671,1.4550846780760496,1.480530470604808,1.5242820244416124,1.5437976342416206,1.5479562367239692,1.5737142674535356,1.5908468639648239,1.6051848238769386,1.6314120157256102,1.6460763871919923,1.6573748292041754,1.6683390662360291,1.6849871911561627,1.70187241701668,1.714712794439388,1.7322478233196408,1.7501038835235738,1.7620727292552665,1.7725772180277775,1.780082387953038,1.7890927505569205,1.8108045773382722,1.824452651593968,1.8424918507581902,1.8553923623993727,1.8653561535307122,1.879897249701664,1.893108997639425,1.903701285011849,1.91850099868711,1.9332324864170503,1.9396655712824056,1.9522152924915737,1.9586147525886626,1.9742813937338175,1.9766748256494415,1.9843847434311646,1.987827559973192,1.9933463488007657,2.0039243483955804,2.0100392118624777,2.0159138621829236,2.022782107152609,2.0327072733592635,2.0373809227460056,2.042177652211095,2.0557225342415255,2.0597182732400428,2.0657889731062538,2.0683532140615117,2.0738921535266828,2.0809743443453597,2.0832270974270513,2.086548603014555,2.0936345291157017,2.096841484046475,2.10048884754032
FAHNSCC_14,2068.1766015033822,4851.143045562561,0.0,-0.0,1.3321790402101223,1.351783994289646,1.3321790402101223,1.71408754118701,1.6100124371857247,1.9687220685563638,1.8851614210923382,1.8238188007780325,1.7637419344123226,1.731002891126699,1.7062576780895897,1.7188995964469722,1.6961861127725,1.6843515460959373,1.6527223013008867,1.6014206512831708,1.612170255197226,1.561031699601791,1.526649927800632,1.4999821301599852,1.4478084041964103,1.42072287313333,1.397333187013487,1.3895107557291073,1.3681909965634371,1.3579271787201097,1.3132300924934885,1.3334239766801714,1.3334856728433977,1.3405782204270809,1.3209533071245205,1.3116702586500815,1.2846711556941406,1.2788004826225827,1.2731914373688344,1.301065046451316,1.3396662143697566,1.3569390393220486,1.3884596171865888,1.4086637328299965,1.4272757626973966,1.4353572556696745,1.450915645868803,1.46199643599588,1.4694672603770942,1.4870015288706389,1.5081673292285804,1.5195835987688764,1.5089618661074289,1.5173272619876808,1.5113533360884872,1.5029262083971964,1.5100005424245266,1.523046505650724,1.5254876252966008,1.531577655444144,1.5526703404530657,1.5682691691337995,1.5853953422359655,1.6204796350213972,1.638552199697776,1.6506453071568838,1.6706130135431452,1.6940783676740534,1.7208528084039794,1.747333535417087,1.775089510405599,1.7976501633675421,1.8248061133271019,1.8340646776947245,1.8530967916699776,1.8680759494042756,1.8816717643942844,1.8962976061324945,1.9063594675854505,1.9102889674095895,1.911343516883139,1.9274094624937352,1.9348530142602094,1.9490561655938594,1.9600734159597009,1.9714119041136826,1.9793649480044602,1.9871581167341432,1.9908831369866102,1.9959641470774356,2.0022582304693657,2.0122248174987143,2.0197415132689582,2.0256147392664854,2.0313442865701776,2.037870424150048,2.0441954546428973,2.0440048865469618,2.0482581318073723,2.0552392857413637,2.0621072263997577,2.0643616453807065
FAHNSCC_14,1707.8263361517209,4851.831325579961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.9502705392332347,0.8675632284814612,0.639031859650177,0.6001660731596457,0.509137344082687,0.40945861869508926,0.48510450039094044,0.4563344322932884,0.37080235808948786,0.646108854151885,0.6810554785760091,0.759311456707167,0.6891422733324465,0.722397829904176,0.8546580649820827,0.8800887320014292,0.9024669770078521,0.8719174562469926,0.9377957270826969,1.0183089171617175,1.1002782125438049,1.1585412769551164,1.2252681634683196,1.2232631412551123,1.249986512963226,1.2771114086070958,1.2904969458531097,1.2900452071640798,1.3050530060807295,1.3268608465964158,1.3220844620819834,1.3325579146806443,1.3266821740586847,1.3439237219543487,1.348183706241337,1.346279541702586,1.3511753220622207,1.342351606519059,1.3352676547470106,1.3506748929532824,1.345154109728482,1.360675032336664,1.3689565186862698,1.3668626900590364,1.358251847641335,1.3461603890130442,1.3437319872230487,1.3433123164877958,1.3322485845481749,1.3196600059874155,1.3146748437467017,1.3310313539229468,1.3234412272869516,1.330007555600236,1.3477947958612433,1.3851654802875233,1.3848442443169329,1.3938824420974976,1.4194309638058549,1.4330878109980367,1.4539373614810644,1.4646598657350127,1.4847475646229638,1.511437637052803,1.529882409194999,1.5424442712527309,1.5644980609556753,1.5733480879896549,1.5743561652352265,1.579942268221166,1.5824851450837765,1.5906882870745842,1.599797882762695,1.611231559404259,1.6217721616992382,1.6339424055632774,1.6495874479918682,1.6592708980703776,1.6786695792321638,1.691505319019895,1.6994674043442388,1.7252123545221085
FAHNSCC_14,1588.82515898524,4823.405503170756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.6931471805599453,0.5004024235381879,0.410116318288409,0.5660857389596289,0.6885673693022827,0.7083465777061714,0.623848004006291,0.6060252027357298,0.5818786450459387,0.5958577356022945,0.5849236780394396,0.6413238613055219,0.7107398015539572,0.7532540320776504,0.8197705733924834,0.8073446195791489,0.8436883110976839,0.9005680233219034,0.9013040931934725,0.9796754886654044,0.959688117680037,0.9829910966099611,1.0320594311070606,1.134490883279335,1.2024045414761582,1.193926167791352,1.2728106425163561,1.2917856924413096,1.2937061764550486,1.3083496045708647,1.355077586346189,1.3448376765451366,1.3356156653844296,1.3428935265471358,1.3310636645859377,1.328746931211018,1.3452350114836287,1.3377974813771547,1.3512705777018867,1.345724110281349,1.3494482615963495,1.3480953481834785,1.3623054267585988,1.3587427115586137,1.3586356717175514,1.3441046915358346,1.3459575214996171,1.3347857822188431,1.3271196402754135,1.3206145018907736,1.3275088233599417,1.331322493342912,1.3312409098693696,1.3530538962677179,1.3489378839633068,1.3417616715348146,1.3668081659127973,1.3700526953250283,1.410196719110859,1.4356102358131806,1.4579265589931796,1.4805484399927606,1.5002020086387555,1.5176764897987933,1.5298524244240452,1.5333909486988972,1.5498744864178502,1.5685567674394025,1.5671973322227541,1.5771264801679008,1.577035885728191,1.588507924430888,1.6022962931860325
FAHNSCC_14,2765.804494831772,4854.0732333391115,-0.0,0.6365141682948128,1.3208883431493221,1.5247073930301438,1.6100124371857247,1.6522947496566738,1.6122968372207087,1.7150631720208096,1.891633113764302,1.9586535886802956,2.0397584606519272,2.0716018600443373,2.121203377643686,2.159350384855845,2.15660513683405,2.2023566560169145,2.1633262989996322,2.1562952139006266,2.133012910276223,2.121888006554168,2.1222496974404588,2.100020578666121,2.139723661760796,2.1670874214491103,2.1759626315465987,2.191794165700796,2.204340070810901,2.231183934373709,2.224630617299597,2.2265166769588234,2.23416261498251,2.232182353323376,2.22119109848622,2.2325952113619603,2.2371659861658078,2.2406890205931393,2.2381311420895678,2.2318509586334194,2.2382673349567854,2.237314079851622,2.236192950375541,2.2358900110213473,2.2431114622830917,2.2404172715913573,2.2492488448320063,2.252252120497206,2.258837601926685,2.263935874199887,2.263333779870023,2.2661200700870676,2.2732794081513075,2.270132753626281,2.2642355957572597,2.261375004941078,2.2664375054801984,2.26787592344559,2.266955827082744,2.2667418314845005,2.26533299399926,2.2667176217565363,2.2696791557291545,2.2672058283153667,2.269077571832293,2.2713415899430407,2.269049912982184,2.2670819189278753,2.2710026821059413,2.275310296770519,2.280425252681092,2.2797115434121906,2.2788156186205053,2.278785412685727,2.276284291675977,2.2727419766577652,2.2704074032033135,2.2713170759322723,2.270544705644267,2.270267770795213,2.2688036132563054,2.269904407903524,2.2719022554755695,2.271152989011462,2.2705243769239103,2.273087910260829,2.275397361142011,2.2767264546229895,2.2765965625465596,2.2773014453107496,2.2772003283719275,2.278114003069859,2.281180356536593,2.2802844033111294,2.2791748075617906,2.2791807301187035,2.283719429674634,2.285350077212501,2.2841850904749372,2.2835033167486762,2.2839798240007054,2.284320797196729
FAHNSCC_14,2335.2247636868924,4229.40211381676,0.0,0.6365141682948128,0.6365141682948128,1.4648163848908131,1.8065071652616695,1.7504361972533007,1.6574837341617346,1.7730128964537633,1.83132934336124,1.8417744429147305,1.9255010491789273,1.915554440526585,1.9346836636311675,1.9339901459537843,1.9512142992074812,1.9094455814764595,1.8941329527696242,1.8715232961622963,1.8617595950521864,1.8473587347011744,1.8273489347256493,1.8379935741345648,1.804962704051291,1.796929247000086,1.80333773796045,1.7979610378580622,1.8171639281650522,1.8338165389238437,1.834488532756113,1.8546347269849937,1.8624112674495088,1.8644281759272923,1.8800306828284978,1.894313438427845,1.9023666524852831,1.9054004031153344,1.9141972788808,1.9158953547573816,1.917445773690968,1.9114690855174419,1.9297827692760758,1.9350662996841614,1.9302277617383856,1.931649703282903,1.9341061519788274,1.9399848149830115,1.9302701117199785,1.9255999208382486,1.9152881398729462,1.9155666094867394,1.9250602608094305,1.9212032014136382,1.9247631610625286,1.928228959794672,1.9400048070205815,1.9384514826343824,1.9424605236359647,1.9380826045249184,1.9414512614751884,1.938211568308768,1.9366122694862884,1.9493628862416645,1.946180673133044,1.9416375418042835,1.940820801552379,1.9319839659468931,1.925498019991616,1.9231932967378942,1.926973805312497,1.9269910033452378,1.9309400882387706,1.930463541006894,1.9332410717414217,1.933678038914414,1.9354507413996556,1.9305221863917816,1.9336336642474445,1.9424139738534625,1.958758026601034,1.9725496000177685,1.9814252132719092,1.9872579143301088,1.994835139326487,2.002306813609154,2.009742695940117,2.0090007168490462,2.0103429228390084,2.013232170353358,2.011879201309348,2.012443396292021,2.017405598451354,2.0175927048131372,2.01646214329531,2.0155347162154125,2.0131041041915405,2.0141209593295932,2.015686794557866,2.015847060095233,2.017920954070096,2.0177621715985716
FAHNSCC_14,1769.1995650258787,5048.835078902237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.25731864054383163,0.42584844923858145,0.7031315809655684,0.9358789291911354,0.8451419586784955,0.8621145278819237,0.9089952139943447,0.8657181313853279,0.8313598822385732,0.9427760924763627,1.0093407151134925,1.0118664816681617,1.0103751586772993,1.0243973344668784,1.06892013469597,1.0730425791650637,1.1336560452474265,1.1653696683786212,1.15755670482037,1.155544876947601,1.1654426859450122,1.2028051635659596,1.20012042890472,1.2086334987145602,1.2286422350208972,1.2589467102151168,1.2685448200816718,1.2947499152376098,1.2851867337511576,1.2908891825564848,1.2753637870721277,1.2659076573859518,1.2762945154249052,1.2721809140209528,1.2861818834034628,1.3067119954157607,1.313765865548058,1.2980593762304804,1.3205867236128033,1.3099328932744663,1.330680533189122,1.348910608890947,1.3578819911001598,1.3797476926704684,1.3813391459428823,1.390357856795004,1.404913534323506,1.4199075864931794,1.4216496430779526,1.4372764696312774,1.4504143933603377,1.4528291552964394,1.4586395990830128,1.462904829627127,1.4742895211071239,1.4924464430619888,1.5008678476024668,1.502941548144163,1.4923877396656096,1.5109250298258425,1.5145523164146728,1.5141166084499802,1.521089157403813,1.5267258701248752,1.5415883707995106,1.5500888557246923,1.5697926892733027,1.5923937977572329,1.631968989354367,1.6568786904622457,1.6842193028286823,1.6986403956565903,1.7153590928108176,1.7372778752150473,1.7529750356384817,1.7722107996302705,1.781354814726249
FAHNSCC_14,2532.3674723114973,4328.103352111965,-0.0,0.6931471805599453,1.0397207708399179,1.310783678099714,1.4681399390162087,1.5295189491982681,1.5040512019194194,1.485932309832443,1.545735889227073,1.4881458781096755,1.4466553411815257,1.5621852141994073,1.6151237856962173,1.6773676896568415,1.7118421866851274,1.7169608920565234,1.7254638179237376,1.7748396373324344,1.7943129915593399,1.8041723672122907,1.8338244247390985,1.8209843294090076,1.825834041984659,1.8461282637637488,1.8674821146607652,1.8869346864389944,1.9037696581914278,1.8964094101612037,1.8992747041426066,1.9030386417382437,1.942778105983966,1.9610982396777805,1.9613892552163523,1.9715366958336302,1.974383220797232,1.9727394555684086,1.9728272920534085,1.9764190470442031,1.9724849906841257,1.9672697940057233,1.9632965721481077,1.9585861965972342,1.9632861106184372,1.9619510204398398,1.9648434248387858,1.9600338640824508,1.9618320143668928,1.9540365533091149,1.9574999333268317,1.9650805050294948,1.9804461700484042,1.9799718063958238,1.9869406148760496,1.9930189579545918,1.98648872456472,1.9921881160809671,1.9912039722477382,2.0065643192882194,2.011842081375378,2.018428191336152,2.023739062824452,2.025476240345799,2.024324345431171,2.039506984682541,2.038824255498333,2.0434631507910574,2.0554038637275647,2.0619567252399484,2.0691323554786214,2.077366378125167,2.0804660125443,2.0843355454429755,2.0853045276947464,2.087955825192416,2.0949047379341885,2.093985966796963,2.0906367345175596,2.0902789782890254,2.0895768343176173,2.088399165916632,2.085721707344192,2.0804425007557525,2.0748158997805617,2.0727546076795917,2.074700596798886,2.0719470863486844,2.0748953369635275,2.0725277900161436,2.06987178328015,2.069602669948481,2.0711448781940076,2.072260794979079,2.0760464012269404,2.079081528470109,2.0804376948109504,2.0858100991524973,2.0870029897028846,2.0931160030378564,2.0979950079303493,2.103799709073211
FAHNSCC_14,2354.574047145831,4583.832973094434,-0.0,0.6931471805599453,0.9502705392332347,1.2130075659799042,1.5857708352080968,1.6459168300174678,1.560402761177371,1.5726580440726667,1.5187829281253398,1.6431917591879526,1.6615572851023512,1.626342424233842,1.6457618049197424,1.6369162782571975,1.6102150932154742,1.6300605342038725,1.6086883680209945,1.6109590480842266,1.6000616603910942,1.598729687045166,1.6335180049323061,1.6237416886873928,1.6674957268311363,1.6898071198772244,1.7276666012961095,1.729139079921839,1.750837265460606,1.775400991491328,1.7971289721697006,1.7961687335683876,1.7951916244247166,1.7994426765326084,1.7880148807414782,1.8110635044098846,1.8154868655915353,1.8232730751442208,1.8247111667307523,1.8159850841598069,1.8136466689386643,1.802583060474484,1.8023585011007646,1.8187685080781981,1.8324704890166772,1.8519420284066896,1.8660367215680427,1.8830718939858397,1.8925901043030606,1.9055834469215402,1.9222133163254767,1.92266223630766,1.929926758114746,1.9215031709763688,1.9284049291709227,1.928403856831144,1.932109083856104,1.944739938186785,1.954797297162732,1.9611968518733447,1.9627090429686465,1.964846455200199,1.9692721569624831,1.975479965265599,1.9750086670465208,1.9789080594719026,1.9793201405665115,1.9971967138421394,1.9987136639081848,2.004996909188751,2.0074418005688974,2.0098376499947066,2.0166265701478943,2.022387761268466,2.026109372813666,2.0295189871372608,2.0390934486399863,2.0423897125944888,2.0448158058162096,2.0475388627393447,2.055169263019497,2.058776397318928,2.068200142131548,2.0715655261977046,2.0813694732387726,2.083342399599565,2.0922075494821657,2.0959017353329465,2.096588200633303,2.1042101765145693,2.108206385462508,2.1135161148928736,2.118917978559662,2.1297305431018905,2.1367301151143616,2.1383730348869663,2.144470898883359,2.1516987007473345,2.1528948206780805,2.154424649808467,2.1556665226958596,2.1565981289679246
FAHNSCC_14,1446.226011583005,5040.749477135361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.6931471805599453,0.6931471805599453,0.5623351446188083,0.7963116401738131,0.639031859650177,0.46341355882643,0.6849547610531581,0.6263812368639954,0.6588586677447834,0.6847225545983501,0.8742959698076976,0.8800442412672613,0.8125393240862199,0.900922716155473,0.953103523144523,0.8929397945137233,0.9546564365460005,0.9602487829059623,1.0768625457377088,1.0565045035124216,1.0673556973082614,1.044463474561756,1.1760914158190454,1.1667692024415612,1.199302572179683,1.1882055931118072,1.2061697894323062,1.209579711070271,1.2151645719887778,1.2362591514423291,1.2286587975741734,1.239110519796293,1.2701481789620848,1.2532894676234456,1.261840722649967,1.2847615011147937,1.2971908268001402,1.2938493639591204,1.2950987844151556,1.2970698532638287,1.3046934283480407,1.2848073057948437,1.2993280200464976,1.290702633869675,1.304730859548276,1.3051072581950922,1.3223545208074343,1.3073871185172554,1.3227286951385964,1.3386624666100406,1.3358578143785416,1.349697164901976,1.358669037109298
