centro_x,centro_y,paso_1,paso_2,paso_3,paso_4,paso_5,paso_6,paso_7,paso_8,paso_9,paso_10
3338.197416050125,6039.737113139895,0.0,-0.0,1.0986122886681096,1.329661348854758,1.329661348854758,1.351783994289646,1.3208883431493221,1.1187433359857524,0.9507489270509151,1.1085716571473458
3300.6999819519597,5834.257669142009,0.0,0.6365141682948128,0.6365141682948128,1.277034259466139,1.2130075659799042,1.3316643102930148,1.6617059339687814,1.6264278161136398,1.7974119436140128,1.8321973236792994
2508.6248247083977,6307.542117777803,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3691.050828693711,5291.420989382119,0.0,0.6931471805599453,0.9502705392332347,0.9502705392332347,1.5571130980576458,1.8065071652616695,1.858519155892035,1.855705857697066,1.7745495708124663,1.7944400412713952
3892.7038405051667,5279.040866385992,-0.0,1.0986122886681096,1.3862943611198906,1.4648163848908131,1.6304325826288886,1.536543961618263,1.5393692795684093,1.5504299576087743,1.5950163385087097,1.6450678745618272
2869.199875690102,6425.607649917172,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.30463609734923813,0.2337916587064593,0.19144408195771734
3222.461931927114,6111.6390861775535,-0.0,-0.0,-0.0,0.5004024235381879,1.15374194270109,1.4735023850806486,1.796494167249981,1.8677735838021696,1.88548199333119,1.8385046063366581
3694.75098396465,5471.1830452075155,0.0,-0.0,1.3862943611198906,1.7328679513998633,1.7351264569629228,1.8043716191528458,1.7955057758411312,1.8146526384311819,1.870320257712803,1.876396126468909
3698.316143432149,5558.87493159576,-0.0,0.6365141682948128,1.15374194270109,1.540305825226517,1.749778989184166,1.8735353007490358,1.914690678028194,1.9712354048850789,1.9765999011481243,2.083051420390564
3068.3288554294113,6253.8594175796825,0.0,0.0,1.3862943611198906,1.4750763110546947,1.583258459420477,1.645916830017468,1.6333960726341687,1.8252434609413601,2.01318858412312,1.9894741166953473
3278.0343431631645,6008.655063404714,-0.0,-0.0,-0.0,-0.0,1.2406842919533958,1.459481873869085,1.4884287536677834,1.5165218186917646,1.4948643283001337,1.4958395482476416
2907.08939392175,6364.141395807614,0.0,-0.0,-0.0,-0.0,0.45056120886630463,0.3250829733914482,0.4293230219306162,0.4659992569610426,0.6298309121390556,0.6516582165640161
